countyid,Year,name,region,division,giniall,population_sum,households_sum,IncomeSE,Education,cluster 3,cluster 6
1001,2013,Autauga County Non-migrants,South,East South Central,0.3403475,78430,28941,1216.373504,5.903301367,2,3
1003,2013,Baldwin County Non-migrants,South,East South Central,0.41934237,192425,73123,1301.414004,5.524489708,2,3
1005,2013,Barbour County Non-migrants,South,East South Central,0.4617376,30524,10549,683.3685385,4.247745883,1,1
1007,2013,Bibb County Non-migrants,South,East South Central,0.32125926,17425,5505,334.4873003,4.306708475,1,2
1009,2013,Blount County Non-migrants,South,East South Central,0.42801532,57164,20132,747.5005487,5.57970995,1,2
1011,2013,Bullock County Non-migrants,South,East South Central,0.46893442,1652,624,96.38303059,2.763999717,1,1
1013,2013,Butler County Non-migrants,South,East South Central,0.42119393,18741,7328,669.4045132,4.202800667,1,1
1015,2013,Calhoun County Non-migrants,South,East South Central,0.41380671,127427,49584,984.8997032,5.205220133,1,2
1017,2013,Chambers County Non-migrants,South,East South Central,0.36059681,60711,24191,881.8459556,3.463503727,1,1
1019,2013,Cherokee County Non-migrants,South,East South Central,0.40643066,50896,20505,957.5521736,4.672157342,1,1
1021,2013,Chilton County Non-migrants,South,East South Central,0.42226037,67909,25006,839.4875128,4.767827225,2,3
1023,2013,Choctaw County Non-migrants,South,East South Central,0.4638299,10161,4156,158.1399429,3.715195667,1,1
1025,2013,Clarke County Non-migrants,South,East South Central,0.3972272,17478,6612,470.1355975,4.0200863,1,1
1027,2013,Clay County Non-migrants,South,East South Central,0.34882185,40155,15188,1167.271748,4.47280275,1,1
1029,2013,Cleburne County Non-migrants,South,East South Central,0.3635034,7548,2870,177.7900274,5.050220108,1,2
1031,2013,Coffee County Non-migrants,South,East South Central,0.42904034,48552,18302,1396.350934,4.102733633,2,3
1033,2013,Colbert County Non-migrants,South,East South Central,0.38716498,52792,21667,860.1641937,4.712503142,1,2
1035,2013,Conecuh County Non-migrants,South,East South Central,0.53506351,48598,17900,798.1244026,4.769786583,1,1
1037,2013,Coosa County Non-migrants,South,East South Central,0.38111112,2493,985,140.9652517,4.2690726,1,1
1039,2013,Covington County Non-migrants,South,East South Central,0.51320964,24685,10002,464.0967763,5.267352658,1,1
1041,2013,Crenshaw County Non-migrants,South,East South Central,0.41536787,29395,11074,414.2606539,5.165554808,1,1
1043,2013,Cullman County Non-migrants,South,East South Central,0.37993744,94041,36391,779.0239171,5.426683783,1,2
1045,2013,Dale County Non-migrants,South,East South Central,0.42007604,27957,10682,917.1461669,4.924826092,1,2
1047,2013,Dallas County Non-migrants,South,East South Central,0.43406707,5236,2081,129.9217113,3.663043717,1,1
1049,2013,DeKalb County Non-migrants,South,East South Central,0.37928599,92900,35107,631.37209,4.585643075,1,2
1051,2013,Elmore County Non-migrants,South,East South Central,0.37934536,80124,28540,861.07313,4.916629417,2,3
1053,2013,Escambia County Non-migrants,South,East South Central,0.42445236,20968,7935,742.994411,4.453839592,1,1
1055,2013,Etowah County Non-migrants,South,East South Central,0.30985594,55435,20924,681.221476,4.521228933,2,3
1057,2013,Fayette County Non-migrants,South,East South Central,0.37759721,9952,4357,283.7949336,5.136974558,1,1
1059,2013,Franklin County Non-migrants,South,East South Central,0.37603655,18451,6754,527.4433602,4.958443508,1,1
1061,2013,Geneva County Non-migrants,South,East South Central,0.35246214,39763,15524,617.7073018,5.757583967,2,3
1063,2013,Greene County Non-migrants,South,East South Central,0.42369309,9386,3417,253.647376,3.70864835,1,1
1065,2013,Hale County Non-migrants,South,East South Central,0.43943843,19156,7105,315.8331429,4.722875167,1,1
1067,2013,Henry County Non-migrants,South,East South Central,0.39711118,40473,15610,1220.172539,4.376035108,1,2
1069,2013,Houston County Non-migrants,South,East South Central,0.36981258,80160,30535,1397.004564,5.400475808,1,2
1071,2013,Jackson County Non-migrants,South,East South Central,0.3669143,42399,16294,432.2582445,5.338281733,1,2
1073,2013,Jefferson County Non-migrants,South,East South Central,0.3570064,647871,257204,1559.468586,6.339938608,2,3
1075,2013,Lamar County Non-migrants,South,East South Central,0.44840199,9660,4179,289.7305254,4.470233158,1,1
1077,2013,Lauderdale County Non-migrants,South,East South Central,0.47566181,100022,41075,1384.577721,5.109904,1,2
1079,2013,Lawrence County Non-migrants,South,East South Central,0.36044484,73048,29294,1029.218017,4.788233917,2,3
1081,2013,Lee County Non-migrants,South,East South Central,0.3791478,96751,37133,1205.7815,6.60931065,2,3
1083,2013,Limestone County Non-migrants,South,East South Central,0.44234252,93955,34430,1056.341908,5.268256075,2,5
1085,2013,Lowndes County Non-migrants,South,East South Central,0.52380085,31394,12515,1068.213044,2.991686236,1,1
1087,2013,Macon County Non-migrants,South,East South Central,0.44287518,53452,21314,1321.408485,3.338574258,1,1
1089,2013,Madison County Non-migrants,South,East South Central,0.35077977,325646,130032,1604.012138,6.014551417,2,5
1091,2013,Marengo County Non-migrants,South,East South Central,0.3764897,22525,8676,339.9518914,4.53470185,1,1
1093,2013,Marion County Non-migrants,South,East South Central,0.48369667,30621,12494,471.2503751,6.638339648,1,1
1095,2013,Marshall County Non-migrants,South,East South Central,0.41815686,80661,28291,913.5756929,5.1592544,1,2
1097,2013,Mobile County Non-migrants,South,East South Central,0.37578574,414196,154284,1439.579489,6.945767892,1,2
1099,2013,Monroe County Non-migrants,South,East South Central,0.51547265,16840,6780,410.2588231,4.122611825,1,1
1101,2013,Montgomery County Non-migrants,South,East South Central,0.4356882,230134,90535,1850.179118,3.767810042,2,3
1103,2013,Morgan County Non-migrants,South,East South Central,0.3528457,104140,39825,1337.903284,6.186185292,1,2
1105,2013,Perry County Non-migrants,South,East South Central,0.47181416,1681,721,111.0896693,3.79702975,1,1
1107,2013,Pickens County Non-migrants,South,East South Central,0.46525404,17390,6812,300.6446926,3.947796092,1,1
1109,2013,Pike County Non-migrants,South,East South Central,0.48035875,28293,11194,793.0602678,4.695957442,1,1
1111,2013,Randolph County Non-migrants,South,East South Central,0.40677211,24771,9805,339.2943153,4.541471108,1,1
1113,2013,Russell County Non-migrants,South,East South Central,0.40299088,70220,26562,924.2015689,4.31048785,2,3
1115,2013,St. Clair County Non-migrants,South,East South Central,0.33904076,95537,35859,1031.141944,4.926656492,2,5
1117,2013,Shelby County Non-migrants,South,East South Central,0.36452681,185716,68848,1552.480572,5.463898642,3,6
1119,2013,Sumter County Non-migrants,South,East South Central,0.52953988,15392,5688,345.1183573,3.081960217,1,1
1121,2013,Talladega County Non-migrants,South,East South Central,0.43458146,43026,17198,741.6591865,5.004725383,1,1
1123,2013,Tallapoosa County Non-migrants,South,East South Central,0.41554672,32226,12719,999.1165267,5.258362642,1,2
1125,2013,Tuscaloosa County Non-migrants,South,East South Central,0.37068444,226839,79628,1571.673993,4.652060033,2,3
1127,2013,Walker County Non-migrants,South,East South Central,0.40516779,54152,21102,505.0625579,5.031643417,1,1
1129,2013,Washington County Non-migrants,South,East South Central,0.40335518,16717,6104,178.2490148,3.959744867,1,2
1131,2013,Wilcox County Non-migrants,South,East South Central,0.47822571,16715,6355,353.3810794,3.152336617,1,1
1133,2013,Winston County Non-migrants,South,East South Central,0.42895445,34389,13375,625.4232487,4.9883574,1,1
2013,2013,Aleutians East Borough Non-migrants,West,Pacific,0.35869211,3304,690,93.126204,4.9933104,2,3
2016,2013,Aleutians West Census Area Non-migrants,West,Pacific,0.36740047,298889,105101,2073.052836,5.42265875,3,6
2020,2013,Anchorage Municipality Non-migrants,West,Pacific,0.3996405,18846,4693,300.8132716,2.72834561,2,3
2050,2013,Bethel Census Area Non-migrants,West,Pacific,0.42407173,4979,1349,106.3689068,2.038671222,2,3
2060,2013,Bristol Bay Borough Non-migrants,West,Pacific,0.32801148,99735,35586,1483.295886,5.5755192,3,6
2068,2013,Denali Borough Non-migrants,West,Pacific,0.33081725,32511,12114,2218.77784,5.46713065,3,4
2070,2013,Dillingham Census Area Non-migrants,West,Pacific,0.35990921,57156,21461,696.8141835,6.007576717,2,5
2090,2013,Fairbanks North Star Borough Non-migrants,West,Pacific,0.34266037,13879,5352,754.5787941,5.433339617,2,5
2100,2013,Haines Borough Non-migrants,West,Pacific,0.40117696,13973,4577,790.5883243,5.340841367,3,6
2105,2013,Hoonah-Angoon Census Area Non-migrants,West,Pacific,0.37799066,1367,460,15.00674233,3.503965854,2,3
2110,2013,Juneau City and Borough Non-migrants,West,Pacific,0.35150114,95918,30981,2800.813213,5.69597035,3,6
2122,2013,Kenai Peninsula Borough Non-migrants,West,Pacific,0.40887472,9854,2925,151.1332868,2.652278317,2,3
2130,2013,Ketchikan Gateway Borough Non-migrants,West,Pacific,0.3666147,6562,1962,151.4330632,3.13683007,2,5
2150,2013,Kodiak Island Borough Non-migrants,West,Pacific,0.39659622,7703,1896,162.6871797,2.494336095,2,5
2164,2013,Lake and Peninsula Borough Non-migrants,West,Pacific,0.32290521,8943,3472,562.7856419,5.8414511,3,6
2170,2013,Matanuska-Susitna Borough Non-migrants,West,Pacific,0.42845365,7131,2142,258.4419371,3.86574846,3,6
2180,2013,Nome Census Area Non-migrants,West,Pacific,0.33183587,8987,2820,240.1068958,5.732203925,3,6
2185,2013,North Slope Borough Non-migrants,West,Pacific,0.3788844,6832,1475,57.16056988,2.381035022,1,2
2188,2013,Northwest Arctic Borough Non-migrants,West,Pacific,0.39569631,5550,1954,23.80172224,4.296368458,1,2
2195,2013,Petersburg Census Area Non-migrants,West,Pacific,0.45436347,90478,25962,569.3328522,2.88974708,1,1
2198,2013,Prince of Wales-Hyder Census Area Non-migrants,West,Pacific,0.43282741,135597,49853,1354.525779,3.553425942,2,3
2220,2013,Sitka City and Borough Non-migrants,West,Pacific,0.44084102,47100,14745,924.7147994,3.441148607,1,2
2230,2013,Skagway Municipality Non-migrants,West,Pacific,0.31574503,9023,3219,256.2820015,4.1441053,2,3
2240,2013,Southeast Fairbanks Census Area Non-migrants,West,Pacific,0.32182252,4068879,1455110,2824.27094,5.309083525,2,5
2261,2013,Valdez-Cordova Census Area Non-migrants,West,Pacific,0.34750801,92172,28049,569.7320374,5.639816375,1,1
2270,2013,Wade Hampton Census Area Non-migrants,West,Pacific,0.35859764,331490,111705,2226.466996,4.893896525,2,3
2275,2013,Wrangell City and Borough Non-migrants,West,Pacific,0.40466031,202484,70489,3117.907641,5.174439675,1,2
2282,2013,Yakutat City and Borough Non-migrants,West,Pacific,0.33196387,8579,3477,223.8276627,5.162178958,1,1
2290,2013,Yukon-Koyukuk Census Area Non-migrants,West,Pacific,0.4474307,16225,6374,601.4708605,5.279663575,1,1
4001,2013,Apache County Non-migrants,West,Mountain,0.3251465,40964,18085,1462.511042,6.881579333,1,1
4003,2013,Cochise County Non-migrants,West,Mountain,0.37841272,268086,95512,2173.448213,6.725275475,2,5
4005,2013,Coconino County Non-migrants,West,Mountain,0.31029591,9310,3632,189.9236578,6.658357525,1,2
4007,2013,Gila County Non-migrants,West,Mountain,0.43994701,11199,4602,419.7792961,4.165987133,1,1
4009,2013,Graham County Non-migrants,West,Mountain,0.32983717,3873,1712,148.2122409,3.809849742,1,1
4011,2013,Greenlee County Non-migrants,West,Mountain,0.3561424,59315,22665,1710.09432,5.505473275,1,2
4012,2013,La Paz County Non-migrants,West,Mountain,0.40251321,9170,3773,229.0082407,4.604674817,1,1
4013,2013,Maricopa County Non-migrants,West,Mountain,0.44774801,9789,3808,220.6747211,5.524552683,1,1
4015,2013,Mohave County Non-migrants,West,Mountain,0.27464968,15426,6583,278.7877629,4.9459143,1,1
4017,2013,Navajo County Non-migrants,West,Mountain,0.45950747,31054,12441,444.2592802,5.681188325,1,2
4019,2013,Pima County Non-migrants,West,Mountain,0.40869394,7772,2943,313.0340025,5.311141175,2,3
4021,2013,Pinal County Non-migrants,West,Mountain,0.49742427,26022,10232,689.4777134,4.803217642,1,2
4023,2013,Santa Cruz County Non-migrants,West,Mountain,0.39710933,28144,10864,386.2459967,5.223790817,1,2
4025,2013,Yavapai County Non-migrants,West,Mountain,0.41749802,33595,13163,914.4579307,5.096027933,2,3
4027,2013,Yuma County Non-migrants,West,Mountain,0.37210014,62668,23798,1525.382079,5.220011442,1,2
5001,2013,Arkansas County Non-migrants,South,West South Central,0.39997065,45560,16885,1329.173194,5.361798583,1,2
5003,2013,Ashley County Non-migrants,South,West South Central,0.37742931,8804,3428,155.6650059,4.267029842,1,1
5005,2013,Baxter County Non-migrants,South,West South Central,0.45658031,9507,3788,316.7640432,4.209949342,1,1
5007,2013,Benton County Non-migrants,South,West South Central,0.43753737,12046,5076,355.0112369,3.924498658,1,1
5009,2013,Boone County Non-migrants,South,West South Central,0.40615314,26861,10456,841.8418805,5.185376317,1,1
5011,2013,Bradley County Non-migrants,South,West South Central,0.35505199,101578,37324,2008.005657,6.447700375,2,3
5013,2013,Calhoun County Non-migrants,South,West South Central,0.29473382,20842,8014,407.1749145,6.518594983,1,2
5015,2013,Carroll County Non-migrants,South,West South Central,0.38639048,57033,23936,1969.11367,5.977579758,1,2
5017,2013,Chicot County Non-migrants,South,West South Central,0.32942861,48110,17794,1553.289616,5.863748308,1,2
5019,2013,Clark County Non-migrants,South,West South Central,0.36200193,109089,41492,2553.17675,4.887144108,1,2
5021,2013,Clay County Non-migrants,South,West South Central,0.46299765,29584,10443,881.2594998,3.716182675,1,1
5023,2013,Cleburne County Non-migrants,South,West South Central,0.3564643,53023,20814,1140.141119,5.810134817,1,1
5025,2013,Cleveland County Non-migrants,South,West South Central,0.35491353,4534,1690,103.7839674,3.90494727,1,1
5027,2013,Columbia County Non-migrants,South,West South Central,0.42911831,38298,14888,1132.34997,4.657790058,1,1
5029,2013,Conway County Non-migrants,South,West South Central,0.3870174,8174,3696,150.4402558,4.756222875,1,1
5031,2013,Craighead County Non-migrants,South,West South Central,0.49864152,19497,7074,507.168419,5.731471675,1,1
5033,2013,Crawford County Non-migrants,South,West South Central,0.41302773,54169,18450,792.0814065,3.904107133,1,1
5035,2013,Crittenden County Non-migrants,South,West South Central,0.49341002,24822,9663,767.4178413,4.393043229,1,1
5037,2013,Cross County Non-migrants,South,West South Central,0.45851383,6047,2345,137.8360909,4.662370375,1,1
5039,2013,Dallas County Non-migrants,South,West South Central,0.32848185,16487,6473,307.1764402,4.383830708,1,1
5041,2013,Desha County Non-migrants,South,West South Central,0.47822392,33737,11218,996.8967699,2.938044077,1,1
5043,2013,Drew County Non-migrants,South,West South Central,0.47865662,41088,16710,1533.660623,4.767645617,1,2
5045,2013,Faulkner County Non-migrants,South,West South Central,0.35945532,12548,5201,470.2154078,4.872206883,1,1
5047,2013,Franklin County Non-migrants,South,West South Central,0.43928823,14027,5476,240.1197293,5.4960066,1,2
5049,2013,Fulton County Non-migrants,South,West South Central,0.43524179,6266,2499,190.9782294,4.238047283,2,3
5051,2013,Garland County Non-migrants,South,West South Central,0.44747478,20181,7868,424.0703862,5.82986485,1,2
5053,2013,Grant County Non-migrants,South,West South Central,0.37469894,44886,18014,1451.677746,5.022324692,1,2
5055,2013,Greene County Non-migrants,South,West South Central,0.33333671,43652,16960,1800.352262,6.284914242,1,2
5057,2013,Hempstead County Non-migrants,South,West South Central,0.46211654,48861,18634,866.777295,4.27166315,1,1
5059,2013,Hot Spring County Non-migrants,South,West South Central,0.34370968,7977,3548,227.2197351,5.275332767,1,1
5061,2013,Howard County Non-migrants,South,West South Central,0.401775,12329,5054,229.2001605,5.385005183,1,1
5063,2013,Independence County Non-migrants,South,West South Central,0.33209896,3440,1393,111.8427323,5.306371525,1,1
5065,2013,Izard County Non-migrants,South,West South Central,0.34645313,14235,5464,400.6216811,4.405511567,1,2
5067,2013,Jackson County Non-migrants,South,West South Central,0.43335566,31203,12833,868.0886608,5.107219267,1,1
5069,2013,Jefferson County Non-migrants,South,West South Central,0.35990661,4893,1942,102.965706,5.588911883,2,3
5071,2013,Johnson County Non-migrants,South,West South Central,0.46561474,20209,7974,438.6874683,4.447431925,1,1
5073,2013,Lafayette County Non-migrants,South,West South Central,0.33353803,6029,2506,122.3100956,6.079433763,1,1
5075,2013,Lawrence County Non-migrants,South,West South Central,0.50740629,23996,9410,485.2780399,5.012759667,1,1
5077,2013,Lee County Non-migrants,South,West South Central,0.3965455,19801,7796,875.8524593,5.766576042,1,1
5079,2013,Lincoln County Non-migrants,South,West South Central,0.39170772,59410,21516,997.122866,6.06970825,1,2
5081,2013,Little River County Non-migrants,South,West South Central,0.39943624,27233,10491,630.5392717,4.939985825,1,2
5083,2013,Logan County Non-migrants,South,West South Central,0.46684155,399908,156916,1655.262956,4.34762725,2,3
5085,2013,Lonoke County Non-migrants,South,West South Central,0.40643546,17915,7433,631.9870582,6.0458738,1,1
5087,2013,Madison County Non-migrants,South,West South Central,0.40856016,16565,6693,678.694391,4.618771458,1,2
5089,2013,Marion County Non-migrants,South,West South Central,0.29461449,155260,59877,1272.957172,5.349244792,2,3
5091,2013,Miller County Non-migrants,South,West South Central,0.39073843,11560,4281,426.628897,4.909999442,1,2
5093,2013,Mississippi County Non-migrants,South,West South Central,0.24831331,8232,3408,197.9174376,5.045698225,1,1
5095,2013,Monroe County Non-migrants,South,West South Central,0.44311279,133622,52121,1080.592046,5.248235858,1,2
5097,2013,Montgomery County Non-migrants,South,West South Central,0.36837593,18636,6550,567.7427014,6.011559025,1,2
5099,2013,Nevada County Non-migrants,South,West South Central,0.3982645,16268,7187,261.6666061,5.644691908,1,1
5101,2013,Newton County Non-migrants,South,West South Central,0.4002226,23779,9215,421.8202249,5.907113683,1,1
5103,2013,Ouachita County Non-migrants,South,West South Central,0.31224298,42043,17228,1350.508773,4.782935342,1,2
5105,2013,Perry County Non-migrants,South,West South Central,0.4129965,4295,1918,156.3191018,5.865069033,1,1
5107,2013,Phillips County Non-migrants,South,West South Central,0.42553133,138801,54397,1521.968711,5.4008857,1,2
5109,2013,Pike County Non-migrants,South,West South Central,0.36381537,91732,33714,1158.482826,5.195232383,2,3
5111,2013,Poinsett County Non-migrants,South,West South Central,0.47105807,4349,1885,153.3555277,6.030782908,1,1
5113,2013,Polk County Non-migrants,South,West South Central,0.36151505,21121,7374,517.8921992,5.536295283,1,2
5115,2013,Pope County Non-migrants,South,West South Central,0.36260369,1568314,547227,2997.805783,6.332329346,3,6
5117,2013,Prairie County Non-migrants,South,West South Central,0.34317958,36105,13552,499.0053586,4.378556963,2,5
5119,2013,Pulaski County Non-migrants,South,West South Central,0.38758156,211131,81319,1459.561555,3.838669383,1,2
5121,2013,Randolph County Non-migrants,South,West South Central,0.26304021,45457,18255,521.0925048,4.517555517,2,5
5123,2013,St. Francis County Non-migrants,South,West South Central,0.40115622,21717,7066,384.7255636,3.341558146,2,3
5125,2013,Saline County Non-migrants,South,West South Central,0.32055032,1211255,425544,2801.852423,5.385473421,3,4
5127,2013,Scott County Non-migrants,South,West South Central,0.45221916,27788,9420,1095.288918,3.692031388,1,2
5129,2013,Searcy County Non-migrants,South,West South Central,0.35873228,182203,67069,1848.298535,4.948475071,3,6
5131,2013,Sebastian County Non-migrants,South,West South Central,0.42914444,925035,287235,2683.52835,4.212517492,2,3
5133,2013,Sevier County Non-migrants,South,West South Central,0.32239091,132563,51963,1040.325238,3.976017625,1,2
5135,2013,Sharp County Non-migrants,South,West South Central,0.36516476,191250,49565,1641.738662,4.864141167,1,2
5137,2013,Stone County Non-migrants,South,West South Central,0.42319801,67319,18324,1629.800475,4.172747904,1,2
5139,2013,Union County Non-migrants,South,West South Central,0.45217204,63717,26865,692.676445,2.736709454,1,2
5141,2013,Van Buren County Non-migrants,South,West South Central,0.3670221,34964,10849,1000.244758,3.499580533,2,3
5143,2013,Washington County Non-migrants,South,West South Central,0.3514607,10191397,3314455,3196.487452,4.777660683,2,5
5145,2013,White County Non-migrants,South,West South Central,0.43465096,171273,48080,2268.67765,4.387143933,1,2
5147,2013,Woodruff County Non-migrants,South,West South Central,0.46998253,16951,6752,527.3338202,4.515693542,2,3
5149,2013,Yell County Non-migrants,South,West South Central,0.35542187,87545,33668,1128.012906,3.325795148,1,2
6001,2013,Alameda County Non-migrants,West,Pacific,0.30940616,254717,74521,1646.193734,5.29584025,1,2
6003,2013,Alpine County Non-migrants,West,Pacific,0.17092098,406836,120338,2532.281844,5.952827854,2,5
6005,2013,Amador County Non-migrants,West,Pacific,0.34731883,59595,25078,1039.878917,4.328148929,2,3
6007,2013,Butte County Non-migrants,West,Pacific,0.35141909,3077050,995378,3008.878234,5.244928925,3,6
6009,2013,Calaveras County Non-migrants,West,Pacific,0.34770748,411888,153631,2255.543695,4.518325917,3,6
6011,2013,Colusa County Non-migrants,West,Pacific,0.36794758,16498,7074,257.9298556,4.740584808,1,2
6013,2013,Contra Costa County Non-migrants,West,Pacific,0.36264175,2356721,721518,3101.288938,3.955778621,2,5
6015,2013,Del Norte County Non-migrants,West,Pacific,0.33906743,1435489,514511,2767.490401,2.77910545,2,5
6017,2013,El Dorado County Non-migrants,West,Pacific,0.39286196,122318,36042,2751.569405,3.503585844,3,6
6019,2013,Fresno County Non-migrants,West,Pacific,0.37968245,1885374,551012,3604.798917,3.814412667,2,5
6021,2013,Glenn County Non-migrants,West,Pacific,0.4000645,3310527,1130823,3095.037067,3.963880179,3,6
6023,2013,Humboldt County Non-migrants,West,Pacific,0.42552733,840435,353087,2486.324478,4.96465315,3,6
6025,2013,Imperial County Non-migrants,West,Pacific,0.38626149,728845,226996,2324.224834,5.057546675,2,5
6027,2013,Inyo County Non-migrants,West,Pacific,0.39585692,275375,103440,1536.088276,4.950764363,2,5
6029,2013,Kern County Non-migrants,West,Pacific,0.27022177,758479,263062,2818.071953,7.676936929,3,4
6031,2013,Kings County Non-migrants,West,Pacific,0.41951376,436107,142806,2144.941045,4.523953079,3,5
6033,2013,Lake County Non-migrants,West,Pacific,0.38455895,1801224,600174,3009.846187,5.170800621,3,4
6035,2013,Lassen County Non-migrants,West,Pacific,0.38537741,205321,77103,1198.94372,4.991476153,3,6
6037,2013,Los Angeles County Non-migrants,West,Pacific,0.3487002,3309,1319,79.87713474,4.735033908,1,2
6039,2013,Madera County Non-migrants,West,Pacific,0.26965782,40483,17627,353.554361,4.216681146,1,2
6041,2013,Marin County Non-migrants,West,Pacific,0.37986484,428343,145094,2675.175261,4.204415063,3,6
6043,2013,Mariposa County Non-migrants,West,Pacific,0.39495933,470166,179232,1895.78427,4.963436229,3,6
6045,2013,Mendocino County Non-migrants,West,Pacific,0.32968837,504629,163127,2228.167222,3.62644385,2,3
6047,2013,Merced County Non-migrants,West,Pacific,0.35594568,557331,162541,2706.436906,2.79392358,1,2
6049,2013,Modoc County Non-migrants,West,Pacific,0.42728907,54169,22315,933.512453,5.003091321,2,3
6051,2013,Mono County Non-migrants,West,Pacific,0.34488216,802925,254087,3147.538927,5.916811404,3,6
6053,2013,Monterey County Non-migrants,West,Pacific,0.38765982,144420,49157,1598.965503,4.0080376,2,5
6055,2013,Napa County Non-migrants,West,Pacific,0.31618449,67653,23119,1788.724456,5.258131942,2,3
6057,2013,Nevada County Non-migrants,West,Pacific,0.30316651,441232,150473,2816.64347,5.585899275,2,5
6059,2013,Orange County Non-migrants,West,Pacific,0.33476728,4070,1439,174.6068601,5.7031567,1,1
6061,2013,Placer County Non-migrants,West,Pacific,0.46138582,570587,223856,3092.544243,5.113220475,3,6
6063,2013,Plumas County Non-migrants,West,Pacific,0.33285654,11797,5202,614.4906284,5.54871515,2,3
6065,2013,Riverside County Non-migrants,West,Pacific,0.36859691,210694,83492,1395.516883,7.452308608,3,6
6067,2013,Sacramento County Non-migrants,West,Pacific,0.3232131,9992,3979,470.911081,5.86257725,2,3
6069,2013,San Benito County Non-migrants,West,Pacific,0.30067584,29097,12352,1243.986088,6.836958092,3,6
6071,2013,San Bernardino County Non-migrants,West,Pacific,0.40295088,5725,1319,161.646139,5.951524925,1,1
6073,2013,San Diego County Non-migrants,West,Pacific,0.32971388,5389,2468,213.8680136,6.663146925,1,2
6075,2013,San Francisco County Non-migrants,West,Pacific,0.40932998,16825,7098,200.4511855,6.098374725,1,2
6077,2013,San Joaquin County Non-migrants,West,Pacific,0.31359476,1605,673,71.89328731,3.675879,1,1
6079,2013,San Luis Obispo County Non-migrants,West,Pacific,0.29471475,335322,122494,2958.235129,7.23974975,3,4
6081,2013,San Mateo County Non-migrants,West,Pacific,0.39780107,44457,14954,646.8905977,6.238432075,3,6
6083,2013,Santa Barbara County Non-migrants,West,Pacific,0.36403236,661566,248284,2053.358021,6.159934925,2,5
6085,2013,Santa Clara County Non-migrants,West,Pacific,0.34850404,45222,16285,733.5788022,5.837832783,2,5
6087,2013,Santa Cruz County Non-migrants,West,Pacific,0.2958453,4262,2047,131.846446,5.812039467,2,5
6089,2013,Shasta County Non-migrants,West,Pacific,0.31282875,14411,5250,204.7527496,6.650657417,3,6
6091,2013,Sierra County Non-migrants,West,Pacific,0.32702246,5376,2278,232.2803997,6.550874617,2,5
6093,2013,Siskiyou County Non-migrants,West,Pacific,0.51950967,6099,2856,265.0947688,4.642195692,1,1
6095,2013,Solano County Non-migrants,West,Pacific,0.37985802,561954,228004,2153.917434,6.716398175,3,6
6097,2013,Sonoma County Non-migrants,West,Pacific,0.29820171,8188,3062,260.616842,5.530957725,1,2
6099,2013,Stanislaus County Non-migrants,West,Pacific,0.42255744,7362,3025,462.5534669,4.314145875,2,3
6101,2013,Sutter County Non-migrants,West,Pacific,0.39085296,53497,21628,1246.921016,6.507731583,2,5
6103,2013,Tehama County Non-migrants,West,Pacific,0.37967321,384506,147179,2174.900615,7.25889795,3,6
6105,2013,Trinity County Non-migrants,West,Pacific,0.3543011,5902,1793,159.8876279,6.507077175,1,2
6107,2013,Tulare County Non-migrants,West,Pacific,0.31676453,153443,61252,1165.040909,4.6428112,2,3
6109,2013,Tuolumne County Non-migrants,West,Pacific,0.38070041,12942,4939,683.4310543,5.18741655,2,3
6111,2013,Ventura County Non-migrants,West,Pacific,0.39409229,25861,10413,696.7186596,5.932628392,1,2
6113,2013,Yolo County Non-migrants,West,Pacific,0.3839007,54843,21939,1021.706214,5.800588508,1,2
6115,2013,Yuba County Non-migrants,West,Pacific,0.36964518,28255,10380,786.5925395,5.488583267,2,3
8001,2013,Adams County Non-migrants,West,Mountain,0.24430926,2823,1085,148.4466949,6.42199531,1,2
8003,2013,Alamosa County Non-migrants,West,Mountain,0.35488093,35561,14275,670.4147,7.265096225,3,6
8005,2013,Arapahoe County Non-migrants,West,Mountain,0.39126837,10745,4310,467.7063099,5.409347433,1,2
8007,2013,Archuleta County Non-migrants,West,Mountain,0.319621,152387,59102,1731.197483,6.112088633,1,2
8009,2013,Baca County Non-migrants,West,Mountain,0.29953805,2754,971,219.5669092,5.758078533,3,6
8011,2013,Bent County Non-migrants,West,Mountain,0.39817849,10387,3931,364.4559488,6.037303233,1,2
8013,2013,Boulder County Non-migrants,West,Mountain,0.37521565,23323,9295,707.0624406,7.71506725,3,5
8014,2013,Broomfield County Non-migrants,West,Mountain,0.35860533,10340,4483,187.6357516,6.409502217,2,5
8015,2013,Chaffee County Non-migrants,West,Mountain,0.33722326,28940,10143,477.4139922,6.5718268,3,6
8017,2013,Cheyenne County Non-migrants,West,Mountain,0.3732518,18831,7658,725.7442852,6.206348125,3,6
8019,2013,Clear Creek County Non-migrants,West,Mountain,0.30581477,236623,84893,2416.940526,6.899974383,2,5
8021,2013,Conejos County Non-migrants,West,Mountain,0.28942353,949124,337804,2037.480158,7.193414325,3,4
8023,2013,Costilla County Non-migrants,West,Mountain,0.29682666,948095,368681,1783.349028,7.170951117,3,6
8025,2013,Crowley County Non-migrants,West,Mountain,0.36377633,160532,64345,1396.443347,7.023330933,3,6
8027,2013,Custer County Non-migrants,West,Mountain,0.35285991,842994,318119,1672.869844,4.741901208,3,6
8029,2013,Delta County Non-migrants,West,Mountain,0.262833,278427,108266,1211.400248,5.547142342,3,6
